GeneSymbol	gene_chr	gene_tss	gene_tss500bp	is_ubiqutious_uniform
BHLHA15	chr7	98212003	98212503	False
BHLHA9	chr17	1270313	1270813	False
BHLHB9	chrX	102720463	102720963	False
BHLHE22	chr8	64579987	64580487	False
BHLHE23	chr20	63006785	63007285	False
BHLHE40	chr3	4979161	4979661	False
BHLHE40-AS1	chr3	4979711	4980211	False
BHLHE41	chr12	26124820	26125320	False
BHMG1	chr19	45733000	45733500	False
BHMT	chr5	79111530	79112030	False
BHMT2	chr5	79069473	79069973	False
BICC1	chr10	58512893	58513393	False
BICD1	chr12	32107000	32107500	False
BICD2	chr9	92764551	92765051	False
BICDL1	chr12	119989593	119990093	False
BICDL2	chr16	3035291	3035791	False
BID	chr22	17774245	17774745	False
BIK	chr22	43110497	43110997	False
BIN1	chr2	127107077	127107577	False
BIN2	chr12	51323948	51324448	False
BIN3	chr8	22668898	22669398	False
BIN3-IT1	chr8	22641959	22642459	False
BIRC2	chr11	102346931	102347431	False
BIRC3	chr11	102317199	102317699	False
BIRC5	chr17	78213945	78214445	False
BIRC6	chr2	32356777	32357277	False
BIRC6-AS2	chr2	32574568	32575068	False
BIRC7	chr20	63235632	63236132	False
BIRC8	chr19	53291372	53291872	False
BISPR	chr19	17405435	17405935	False
BIVM	chr13	102798798	102799298	False
BIVM-ERCC5	chr13	102806895	102807395	False
BLACAT1	chr1	205455836	205456336	False
BLACE	chr7	155367683	155368183	False
BLCAP	chr20	37527681	37528181	True
BLID	chr11	122115965	122116465	False
BLK	chr8	11493761	11494261	False
BLM	chr15	90717076	90717576	False
BLMH	chr17	30291916	30292416	True
BLNK	chr10	96271266	96271766	False
BLOC1S1	chr12	55715783	55716283	False
BLOC1S1-RDH5	chr12	55715783	55716283	False
BLOC1S2	chr10	100286462	100286962	False
BLOC1S3	chr19	45178494	45178994	False
BLOC1S4	chr4	6715864	6716364	False
BLOC1S5	chr6	8064164	8064664	False
BLOC1S5-TXNDC5	chr6	8064164	8064664	False
BLOC1S6	chr15	45586872	45587372	False
BLVRA	chr7	43758422	43758922	False
BLVRB	chr19	40465568	40466068	False
BLZF1	chr1	169367628	169368128	False
BMF	chr15	40106188	40106688	False
BMI1	chr10	22320959	22321459	False
BMP1	chr8	22164889	22165389	False
BMP10	chr2	68871267	68871767	False
BMP15	chrX	50910484	50910984	False
BMP2	chr20	6767847	6768347	False
BMP2K	chr4	78776127	78776627	False
BMP3	chr4	81030714	81031214	False
BMP4	chr14	53956641	53957141	False
BMP5	chr6	55875340	55875840	False
BMP6	chr6	7725848	7726348	False
BMP7	chr20	57266401	57266901	False
BMP7-AS1	chr20	57213445	57213945	False
BMP8A	chr1	39491395	39491895	False
BMP8B	chr1	39788611	39789111	False
BMPER	chr7	33904660	33905160	False
BMPR1A	chr10	86756388	86756888	False
BMPR1B	chr4	94757726	94758226	False
BMPR1B-AS1	chr4	94757283	94757783	False
BMPR2	chr2	202376076	202376576	True
BMS1	chr10	42782255	42782755	False
BMS1P20	chr22	22297847	22298347	False
BMS1P21	chr10	79904647	79905147	False
BMS1P4	chr10	73730264	73730764	False
BMT2	chr7	112939627	112940127	False
BMX	chrX	15500526	15501026	False
BNC1	chr15	83284466	83284966	False
BNC2	chr9	16870538	16871038	False
BNIP1	chr5	173144191	173144691	True
BNIP2	chr15	59689284	59689784	False
BNIP3	chr10	131981763	131982263	False
BNIP3L	chr8	26382756	26383256	False
BNIPL	chr1	151036302	151036802	False
BOC	chr3	113211214	113211714	False
BOD1	chr5	173616413	173616913	True
BOD1L1	chr4	13627454	13627954	False
BOD1L2	chr18	57146811	57147311	False
BOK	chr2	241558480	241558980	False
BOK-AS1	chr2	241558893	241559393	False
BOLA1	chr1	149899331	149899831	False
BOLA2	chr16	30194056	30194556	False
BOLA2-SMG1P6	chr16	29454714	29455214	False
BOLA2B	chr16	30194056	30194556	False
BOLA3	chr2	74147662	74148162	True
BOLA3-AS1	chr2	74147730	74148230	False
BOLL	chr2	197784760	197785260	False
BORA	chr13	72727498	72727998	False
BORCS5	chr12	12356828	12357328	False
BORCS6	chr17	8189996	8190496	False
BORCS7	chr10	102853959	102854459	False
BORCS7-ASMT	chr10	102853959	102854459	False
BORCS8	chr19	19192341	19192841	False
BORCS8-MEF2B	chr19	19192341	19192841	False
BPESC1	chr3	139103934	139104434	False
BPGM	chr7	134646528	134647028	False
BPHL	chr6	3118125	3118625	False
BPI	chr20	38303899	38304399	False
BPIFA1	chr20	33235745	33236245	False
BPIFA2	chr20	33167826	33168326	False
BPIFA3	chr20	33217059	33217559	False
BPIFA4P	chr20	33193354	33193854	False
BPIFB1	chr20	33282884	33283384	False
BPIFB2	chr20	33007327	33007827	False
BPIFB3	chr20	33055080	33055580	False
BPIFB4	chr20	33081261	33081761	False
BPIFB6	chr20	33031397	33031897	False
BPIFC	chr22	32457136	32457636	False
BPNT1	chr1	220089603	220090103	True
BPTF	chr17	67825413	67825913	True
BRAF	chr7	140924514	140925014	False
BRAP	chr12	111685746	111686246	False
BRAT1	chr7	2555508	2556008	False
BRCA1	chr17	43125233	43125733	False
BRCA2	chr13	32315229	32315729	False
BRCAT54	chr5	44808543	44809043	False
BRCC3	chrX	155071169	155071669	True
BRD1	chr22	49827298	49827798	True
BRD2	chr6	32970637	32971137	False
BRD3	chr9	134067769	134068269	False
BRD4	chr19	15280201	15280701	False
BRD7	chr16	50368684	50369184	False
BRD7P3	chr6	118501122	118501622	False
BRD8	chr5	138178419	138178919	False
BRD9	chr5	892574	893074	True
BRDT	chr1	91949120	91949620	False
BRDTP1	chrX	96337652	96338152	False
BRE	chr2	27890364	27890864	False
BRE-AS1	chr2	27890864	27891364	False
BREA2	chr8	143696864	143697364	False
BRF1	chr14	105300742	105301242	False
BRF2	chr8	37849663	37850163	False
BRI3	chr7	98281416	98281916	False
BRI3BP	chr12	124993397	124993897	False
BRICD5	chr16	2210818	2211318	False
BRINP1	chr9	119369211	119369711	False
BRINP2	chr1	177171137	177171637	False
BRINP3	chr1	190477632	190478132	False
BRIP1	chr17	61863309	61863809	False
BRIX1	chr5	34915464	34915964	True
BRK1	chr3	10115398	10115898	False
BRMS1	chr11	66344861	66345361	False
BRMS1L	chr14	35826140	35826640	False
BROX	chr1	222712302	222712802	True
BRPF1	chr3	9731499	9731999	True
BRPF3	chr6	36196522	36197022	False
BRS3	chrX	136487715	136488215	False
BRSK1	chr19	55283915	55284415	False
BRSK2	chr11	1389648	1390148	False
BRWD1	chr21	39313536	39314036	True
BRWD1-AS1	chr21	39315456	39315956	False
BRWD1-IT2	chr21	39313656	39314156	False
BRWD3	chrX	80809484	80809984	False
BSCL2	chr11	62706065	62706565	True
BSDC1	chr1	32394211	32394711	True
BSG	chr19	572203	572703	False
BSN	chr3	49554238	49554738	False
BSN-AS2	chr3	49554116	49554616	False
BSND	chr1	54998693	54999193	False
BSPH1	chr19	47991920	47992420	False
BSPRY	chr9	113349281	113349781	False
BST1	chr4	15702699	15703199	False
BST2	chr19	17405398	17405898	False
BSX	chr11	122981421	122981921	False
BTAF1	chr10	91923728	91924228	False
BTBD1	chr15	83067104	83067604	True
BTBD10	chr11	13463047	13463547	False
BTBD11	chr12	107318169	107318669	False
BTBD16	chr10	122271045	122271545	False
BTBD17	chr17	74361569	74362069	False
BTBD18	chr11	57751531	57752031	False
BTBD19	chr1	44808231	44808731	False
BTBD2	chr19	2015453	2015953	False
BTBD3	chr20	11917614	11918114	False
BTBD6	chr14	105248291	105248791	False
BTBD7	chr14	93332842	93333342	False
BTBD8	chr1	92080054	92080554	False
BTBD9	chr6	38639898	38640398	False
BTBD9-AS1	chr6	38481345	38481845	False
BTC	chr4	74794436	74794936	False
BTD	chr3	15601494	15601994	False
BTF3	chr5	73498174	73498674	True
BTF3L4	chr1	52055934	52056434	False
BTF3P11	chr13	76928200	76928700	False
BTG1	chr12	92145647	92146147	False
BTG2	chr1	203305285	203305785	False
BTG3	chr21	17612700	17613200	True
BTG4	chr11	111512104	111512604	False
BTK	chrX	101385974	101386474	False
BTLA	chr3	112499311	112499811	False
BTN1A1	chr6	26501016	26501516	False
BTN2A1	chr6	26457653	26458153	True
BTN2A2	chr6	26382850	26383350	False
BTN2A3P	chr6	26421140	26421640	False
BTN3A1	chr6	26401986	26402486	False
BTN3A2	chr6	26364908	26365408	False
BTN3A3	chr6	26440221	26440721	False
BTNL10	chr1	228512038	228512538	False
BTNL2	chr6	32406880	32407380	False
BTNL3	chr5	180988594	180989094	False
BTNL8	chr5	180898826	180899326	False
BTNL9	chr5	181039974	181040474	False
BTRC	chr10	101353782	101354282	False
BUB1	chr2	110677857	110678357	False
BUB1B	chr15	40160758	40161258	False
BUB1B-PAK6	chr15	40217177	40217677	False
BUB3	chr10	123153993	123154493	True
BUD13	chr11	116772748	116773248	True
BUD23	chr7	73683317	73683817	False
BUD31	chr7	99408727	99409227	True
BVES	chr6	105136418	105136918	False
BVES-AS1	chr6	105137436	105137936	False
BYSL	chr6	41920976	41921476	True
BZW1	chr2	200811671	200812171	False
BZW2	chr7	16645883	16646383	True
C10orf10	chr10	44978632	44979132	False
C10orf105	chr10	71719571	71720071	False
C10orf107	chr10	61662710	61663210	False
C10orf11	chr10	75782510	75783010	False
C10orf111	chr10	15097069	15097569	False
C10orf113	chr10	21146309	21146809	False
C10orf120	chr10	122699572	122700072	False
C10orf126	chr10	28846157	28846657	False
C10orf128	chr10	49188150	49188650	False
C10orf142	chr10	44292499	44292999	False
C10orf25	chr10	45000660	45001160	False
C10orf35	chr10	69629996	69630496	False
C10orf53	chr10	49679387	49679887	False
C10orf55	chr10	73922527	73923027	False
C10orf62	chr10	97589442	97589942	False
C10orf67	chr10	23344593	23345093	False
C10orf71	chr10	49298891	49299391	False
C10orf71-AS1	chr10	49298643	49299143	False
C10orf76	chr10	102055925	102056425	True
C10orf82	chr10	116669720	116670220	False
C10orf88	chr10	122954153	122954653	False
C10orf90	chr10	126521191	126521691	False
C10orf91	chr10	132444959	132445459	False
C10orf95	chr10	102451293	102451793	False
C10orf99	chr10	84173547	84174047	False
C11orf1	chr11	111878973	111879473	False
C11orf16	chr11	8932756	8933256	False
C11orf21	chr11	2301663	2302163	False
C11orf24	chr11	68271751	68272251	True
C11orf40	chr11	4577570	4578070	False
C11orf42	chr11	6205317	6205817	False
C11orf44	chr11	130672705	130673205	False
C11orf45	chr11	128905447	128905947	False
C11orf49	chr11	46936438	46936938	True
C11orf52	chr11	111918626	111919126	False
C11orf53	chr11	111255731	111256231	False
C11orf54	chr11	93741343	93741843	False
C11orf57	chr11	112073993	112074493	False
C11orf58	chr11	16738350	16738850	True
C11orf63	chr11	122882277	122882777	False
C11orf65	chr11	108467281	108467781	False
C11orf68	chr11	65918810	65919310	False
C11orf70	chr11	102047187	102047687	False
C11orf71	chr11	114400300	114400800	False
C11orf72	chr11	67606456	67606956	False
C11orf74	chr11	36594242	36594742	False
C11orf80	chr11	66744485	66744985	False
C11orf84	chr11	63813123	63813623	False
C11orf86	chr11	66975032	66975532	False
C11orf87	chr11	109421869	109422369	False
C11orf88	chr11	111514534	111515034	False
C11orf91	chr11	33700490	33700990	False
C11orf94	chr11	45907032	45907532	False
C11orf95	chr11	63768391	63768891	False
C11orf96	chr11	43942305	43942805	False
C11orf97	chr11	94512278	94512778	False
C11orf98	chr11	62664966	62665466	False
C12orf10	chr12	53299435	53299935	False
C12orf29	chr12	88035240	88035740	True
C12orf4	chr12	4538258	4538758	False
C12orf40	chr12	39625916	39626416	False
C12orf42	chr12	103495760	103496260	False
C12orf43	chr12	121016252	121016752	False
C12orf45	chr12	104986069	104986569	True
C12orf49	chr12	116737820	116738320	False
C12orf50	chr12	88029149	88029649	False
C12orf54	chr12	48482252	48482752	False
C12orf56	chr12	64390315	64390815	False
C12orf57	chr12	6943566	6944066	True
C12orf60	chr12	14803321	14803821	False
C12orf65	chr12	123233046	123233546	False
C12orf66	chr12	64222046	64222546	False
C12orf71	chr12	27082272	27082772	False
C12orf73	chr12	103956965	103957465	True
C12orf74	chr12	92702592	92703092	False
C12orf75	chr12	105330385	105330885	False
C12orf76	chr12	110067445	110067945	False
C12orf77	chr12	24997189	24997689	False
C12orf80	chr12	52210605	52211105	False
C14orf1	chr14	75660945	75661445	False
C14orf105	chr14	57493613	57494113	False
C14orf119	chr14	23095223	23095723	True
C14orf132	chr14	96039073	96039573	False
C14orf159	chr14	91113762	91114262	False
C14orf166	chr14	51989259	51989759	True
C14orf177	chr14	98711362	98711862	False
C14orf178	chr14	77760579	77761079	False
C14orf180	chr14	104579433	104579933	False
C14orf2	chr14	103921316	103921816	True
C14orf28	chr14	44897053	44897553	False
C14orf37	chr14	58151989	58152489	True
C14orf39	chr14	60485796	60486296	False
C14orf79	chr14	104986028	104986528	False
C14orf80	chr14	105490998	105491498	False
C14orf93	chr14	23009951	23010451	False
C15orf32	chr15	92471426	92471926	False
C15orf38-AP3S2	chr15	89912740	89913240	True
C15orf39	chr15	75201629	75202129	False
C15orf40	chr15	83011391	83011891	True
C15orf41	chr15	36579352	36579852	False
C15orf48	chr15	45430278	45430778	False
C15orf52	chr15	40340717	40341217	False
C15orf53	chr15	38696347	38696847	False
C15orf54	chr15	39250418	39250918	False
C15orf56	chr15	40252659	40253159	False
C15orf57	chr15	40564807	40565307	True
C15orf59	chr15	73751225	73751725	False
C15orf59-AS1	chr15	73767963	73768463	False
C15orf61	chr15	67520933	67521433	False
C15orf62	chr15	40769710	40770210	False
C15orf65	chr15	55408274	55408774	False
C16orf45	chr16	15434217	15434717	False
C16orf46	chr16	81077017	81077517	False
C16orf47	chr16	73144197	73144697	False
C16orf52	chr16	22007884	22008384	False
C16orf54	chr16	29745769	29746269	False
C16orf58	chr16	31508169	31508669	True
C16orf59	chr16	2459863	2460363	False
C16orf62	chr16	19555164	19555664	True
C16orf70	chr16	67109642	67110142	False
C16orf71	chr16	4734037	4734537	False
C16orf72	chr16	9091429	9091929	True
C16orf74	chr16	85750833	85751333	False
C16orf78	chr16	49373557	49374057	False
C16orf82	chr16	27066647	27067147	False
C16orf86	chr16	67666563	67667063	False
C16orf87	chr16	46831157	46831657	False
C16orf89	chr16	5065895	5066395	False
C16orf90	chr16	3495171	3495671	False
C16orf91	chr16	1420550	1421050	True
C16orf92	chr16	30023083	30023583	False
C16orf95	chr16	87317170	87317670	False
C16orf96	chr16	4556239	4556739	False
C16orf97	chr16	52073685	52074185	False
C17orf100	chr17	6651488	6651988	False
C17orf102	chr17	34579119	34579619	False
C17orf105	chr17	43780184	43780684	False
C17orf107	chr17	4899402	4899902	False
C17orf112	chr17	52985269	52985769	False
C17orf47	chr17	58544122	58544622	False
C17orf49	chr17	7014486	7014986	True
C17orf50	chr17	35760646	35761146	False
C17orf51	chr17	21551428	21551928	False
C17orf53	chr17	44141651	44142151	False
C17orf58	chr17	67993399	67993899	False
C17orf62	chr17	82450581	82451081	False
C17orf64	chr17	60422253	60422753	False
C17orf67	chr17	56833645	56834145	False
C17orf74	chr17	7425365	7425865	False
C17orf75	chr17	32341959	32342459	False
C17orf77	chr17	74584667	74585167	False
C17orf78	chr17	37375735	37376235	False
C17orf80	chr17	73232371	73232871	False
C17orf82	chr17	61411500	61412000	False
C17orf97	chr17	410076	410576	False
C17orf98	chr17	38841139	38841639	False
C17orf99	chr17	78146102	78146602	False
C18orf21	chr18	35972374	35972874	True
C18orf25	chr18	46173771	46174271	False
C18orf32	chr18	49487024	49487524	False
C18orf54	chr18	54357666	54358166	False
C18orf61	chr18	12200528	12201028	False
C18orf63	chr18	74315624	74316124	False
C18orf65	chr18	76495270	76495770	False
C18orf8	chr18	23503219	23503719	True
C19orf12	chr19	29715295	29715795	False
C19orf18	chr19	57974284	57974784	False
C19orf24	chr19	1275270	1275770	True
C19orf25	chr19	1478979	1479479	True
C19orf33	chr19	38303910	38304410	False
C19orf35	chr19	2281932	2282432	False
C19orf38	chr19	10848179	10848679	False
C19orf43	chr19	12734525	12735025	False
C19orf44	chr19	16496060	16496560	False
C19orf45	chr19	7497308	7497808	False
C19orf47	chr19	40348159	40348659	False
C19orf48	chr19	50804603	50805103	False
C19orf53	chr19	13774192	13774692	True
C19orf54	chr19	40749673	40750173	False
C19orf57	chr19	13905915	13906415	False
C19orf60	chr19	18588434	18588934	False
C19orf66	chr19	10085868	10086368	False
C19orf67	chr19	14085545	14086045	False
C19orf68	chr19	48170441	48170941	False
C19orf70	chr19	5680646	5681146	False
C19orf71	chr19	3538906	3539406	False
C19orf73	chr19	49118890	49119390	False
C19orf81	chr19	50649194	50649694	False
C19orf84	chr19	51390324	51390824	False
C1D	chr2	68062777	68063277	False
C1GALT1	chr7	7182364	7182864	False
C1GALT1C1	chrX	120629900	120630400	True
C1GALT1C1L	chr2	43676072	43676572	False
C1orf100	chr1	244352384	244352884	False
C1orf105	chr1	172420437	172420937	False
C1orf106	chr1	200891248	200891748	False
C1orf109	chr1	37690345	37690845	False
C1orf112	chr1	169794748	169795248	False
C1orf115	chr1	220690035	220690535	False
C1orf116	chr1	207032506	207033006	False
C1orf122	chr1	37807550	37808050	False
C1orf123	chr1	53220389	53220889	True
C1orf127	chr1	10981787	10982287	False
C1orf131	chr1	231240937	231241437	False
C1orf132	chr1	207822453	207822953	False
C1orf137	chr1	116693861	116694361	False
C1orf140	chr1	221336046	221336546	False
C1orf141	chr1	67134721	67135221	False
C1orf145	chr1	228213414	228213914	False
C1orf146	chr1	92217765	92218265	False
C1orf158	chr1	12745935	12746435	False
C1orf159	chr1	1116106	1116606	False
C1orf162	chr1	111473618	111474118	False
C1orf167	chr1	11761942	11762442	False
C1orf168	chr1	56819446	56819946	False
C1orf174	chr1	3900043	3900543	True
C1orf185	chr1	51101983	51102483	False
C1orf186	chr1	206052472	206052972	False
C1orf189	chr1	154206115	154206615	False
C1orf194	chr1	109113607	109114107	False
C1orf195	chr1	15171374	15171874	False
C1orf198	chr1	230868306	230868806	False
C1orf204	chr1	159855097	159855597	False
C1orf21	chr1	184386765	184387265	False
C1orf210	chr1	43285329	43285829	False
C1orf216	chr1	35718939	35719439	False
C1orf220	chr1	178542545	178543045	False
C1orf226	chr1	162381479	162381979	False
C1orf228	chr1	44674471	44674971	False
C1orf229	chr1	247112167	247112667	False
C1orf234	chr1	23015600	23016100	False
C1orf27	chr1	186375507	186376007	False
C1orf35	chr1	228103212	228103712	True
C1orf43	chr1	154220547	154221047	True
C1orf50	chr1	42766994	42767494	True
C1orf52	chr1	85259422	85259922	True
C1orf53	chr1	197902301	197902801	False
C1orf54	chr1	150272529	150273029	False
C1orf56	chr1	151047489	151047989	False
C1orf61	chr1	156429298	156429798	False
C1orf64	chr1	16003985	16004485	False
C1orf68	chr1	152719271	152719771	False
C1orf74	chr1	209784480	209784980	False
C1orf87	chr1	60073520	60074020	False
C1orf94	chr1	34166632	34167132	False
C1QA	chr1	22636255	22636755	False
C1QB	chr1	22652730	22653230	False
C1QBP	chr17	5438901	5439401	True
C1QC	chr1	22643366	22643866	False
C1QL1	chr17	44968026	44968526	False
C1QL2	chr2	119158645	119159145	False
C1QL3	chr10	16521755	16522255	False
C1QL4	chr12	49336938	49337438	False
C1QTNF1	chr17	79023819	79024319	False
C1QTNF1-AS1	chr17	79027405	79027905	False
C1QTNF12	chr1	1246472	1246972	False
C1QTNF2	chr5	160370391	160370891	False
C1QTNF3	chr5	34043016	34043516	False
C1QTNF3-AMACR	chr5	34124278	34124778	False
C1QTNF4	chr11	47594159	47594659	False
C1QTNF5	chr11	119346423	119346923	False
C1QTNF6	chr22	37188040	37188540	False
C1QTNF7	chr4	15427754	15428254	False
C1QTNF8	chr16	1095994	1096494	False
C1QTNF9	chr13	24309327	24309827	False
C1QTNF9B	chr13	23896756	23897256	False
C1RL	chr12	7109028	7109528	False
C1RL-AS1	chr12	7108057	7108557	False
C1S	chr12	7060410	7060910	False
C2	chr6	31927226	31927726	False
C2-AS1	chr6	31941474	31941974	False
C20orf141	chr20	2814760	2815260	False
C20orf144	chr20	33662035	33662535	False
C20orf166-AS1	chr20	62551311	62551811	False
C20orf173	chr20	35529402	35529902	False
C20orf194	chr20	3407412	3407912	False
C20orf196	chr20	5750136	5750636	False
C20orf197	chr20	60055674	60056174	False
C20orf202	chr20	1203203	1203703	False
C20orf203	chr20	32673691	32674191	False
C20orf24	chr20	36605483	36605983	True
C20orf27	chr20	3767555	3768055	False
C20orf78	chr20	18829953	18830453	False
C20orf85	chr20	58150676	58151176	False
C20orf96	chr20	290528	291028	False
C21orf140	chr21	34400822	34401322	False
C21orf2	chr21	44339152	44339652	False
C21orf33	chr21	44133361	44133861	True
C21orf58	chr21	46323649	46324149	False
C21orf59	chr21	32612358	32612858	True
C21orf62	chr21	32813493	32813993	False
C21orf62-AS1	chr21	32771849	32772349	False
C21orf91	chr21	17819136	17819636	False
C21orf91-OT1	chr21	17792259	17792759	False
C22orf15	chr22	23762770	23763270	False
C22orf23	chr22	37953397	37953897	False
C22orf24	chr22	31945112	31945612	False
C22orf29	chr22	19854598	19855098	False
C22orf31	chr22	29061669	29062169	False
C22orf34	chr22	49657292	49657792	False
C22orf39	chr22	19447982	19448482	True
C22orf42	chr22	32159006	32159506	False
C22orf46	chr22	41690292	41690792	False
C2CD2	chr21	41953640	41954140	False
C2CD2L	chr11	119107099	119107599	False
C2CD3	chr11	74170769	74171269	False
C2CD4A	chr15	62066726	62067226	False
C2CD4B	chr15	62165033	62165533	False
C2CD4C	chr19	408920	409420	False
C2CD4D	chr1	151840307	151840807	False
C2CD5	chr12	22544296	22544796	False
C2CD6	chr2	201618932	201619432	False
C2orf15	chr2	99141362	99141862	False
C2orf16	chr2	27576271	27576771	False
C2orf27A	chr2	131722240	131722740	False
C2orf27B	chr2	131801411	131801911	False
C2orf40	chr2	106065406	106065906	False
C2orf42	chr2	70190821	70191321	True
C2orf48	chr2	10141131	10141631	False
C2orf49	chr2	105337108	105337608	True
C2orf50	chr2	11132802	11133302	False
C2orf54	chr2	240891788	240892288	False
C2orf61	chr2	47155128	47155628	False
C2orf66	chr2	196810026	196810526	False
C2orf68	chr2	85611806	85612306	False
C2orf69	chr2	199911005	199911505	True
C2orf70	chr2	26562308	26562808	False
C2orf71	chr2	29074011	29074511	False
C2orf72	chr2	231037315	231037815	False
C2orf73	chr2	54330683	54331183	False
C2orf74	chr2	61144817	61145317	False
C2orf76	chr2	119366492	119366992	True
C2orf78	chr2	73783938	73784438	False
C2orf80	chr2	208189799	208190299	False
C2orf81	chr2	74421380	74421880	False
C2orf82	chr2	232869843	232870343	False
C2orf83	chr2	227633070	227633570	False
C2orf88	chr2	190180704	190181204	False
C2orf91	chr2	41953553	41954053	False
C3	chr19	6720432	6720932	False
C3AR1	chr12	8066221	8066721	False
C3orf14	chr3	62318722	62319222	False
C3orf18	chr3	50567542	50568042	False
C3orf20	chr3	14674848	14675348	False
C3orf22	chr3	126558715	126559215	False
C3orf30	chr3	119145899	119146399	False
C3orf33	chr3	155806037	155806537	False
C3orf35	chr3	37399226	37399726	False
C3orf36	chr3	133929562	133930062	False
C3orf38	chr3	88149492	88149992	False
C3orf49	chr3	63819114	63819614	False
C3orf52	chr3	112086084	112086584	False
C3orf56	chr3	127192880	127193380	False
C3orf58	chr3	143971547	143972047	False
C3orf62	chr3	49276825	49277325	False
C3orf67	chr3	59049739	59050239	False
C3orf67-AS1	chr3	58824220	58824720	False
C3orf70	chr3	185152764	185153264	False
C3orf79	chr3	153484244	153484744	False
C3orf80	chr3	160225385	160225885	False
C3orf84	chr3	49191608	49192108	False
C3P1	chr19	10041105	10041605	False
C4A	chr6	31981806	31982306	False
C4B	chr6	32014544	32015044	False
C4B_2	chr6	32014544	32015044	False
C4BPA	chr1	207104011	207104511	False
C4BPB	chr1	207088988	207089488	False
C4orf17	chr4	99510753	99511253	False
C4orf19	chr4	37583982	37584482	False
C4orf22	chr4	80335469	80335969	False
C4orf26	chr4	75555797	75556297	False
C4orf3	chr4	119300563	119301063	True
C4orf32	chr4	112145146	112145646	False
C4orf33	chr4	129093423	129093923	False
C4orf36	chr4	86892172	86892672	False
C4orf45	chr4	159034931	159035431	False
C4orf46	chr4	158672005	158672505	True
C4orf47	chr4	185429083	185429583	False
C4orf48	chr4	2041799	2042299	True
C4orf51	chr4	145679953	145680453	False
C5	chr9	121050026	121050526	False
C5AR1	chr19	47309596	47310096	False
C5AR2	chr19	47336754	47337254	False
C5orf15	chr5	133968465	133968965	False
C5orf17	chr5	23951097	23951597	False
C5orf22	chr5	31532015	31532515	False
C5orf24	chr5	134845717	134846217	True
C5orf30	chr5	103258451	103258951	False
C5orf34	chr5	43514921	43515421	False
C5orf38	chr5	2751880	2752380	False
C5orf42	chr5	37249178	37249678	False
C5orf46	chr5	147906288	147906788	False
C5orf47	chr5	173988908	173989408	False
C5orf49	chr5	7851240	7851740	False
C5orf51	chr5	41904093	41904593	True
C5orf52	chr5	157671302	157671802	False
C5orf56	chr5	132410522	132411022	False
C5orf58	chr5	170232666	170233166	False
C5orf60	chr5	179644796	179645296	False
C5orf63	chr5	127073242	127073742	False
C5orf64	chr5	61637530	61638030	False
C5orf64-AS1	chr5	61735448	61735948	False
C5orf66	chr5	135033029	135033529	False
C5orf66-AS1	chr5	135039797	135040297	False
C5orf66-AS2	chr5	135247927	135248427	False
C5orf67	chr5	56605982	56606482	False
C6	chr5	41213343	41213843	False
C6orf1	chr6	34248858	34249358	False
C6orf10	chr6	32371662	32372162	False
C6orf106	chr6	34696600	34697100	False
C6orf118	chr6	165309372	165309872	False
C6orf120	chr6	169701861	169702361	True
C6orf132	chr6	42142727	42143227	False
C6orf136	chr6	30646788	30647288	False
C6orf141	chr6	49550149	49550649	False
C6orf15	chr6	31112305	31112805	False
C6orf163	chr6	87344602	87345102	False
C6orf201	chr6	4078955	4079455	False
C6orf203	chr6	107027921	107028421	True
C6orf222	chr6	36336635	36337135	False
C6orf223	chr6	44000349	44000849	False
C6orf226	chr6	42890566	42891066	False
C6orf229	chr6	24798646	24799146	False
C6orf47	chr6	31660522	31661022	False
C6orf48	chr6	31834664	31835164	False
C6orf52	chr6	10694356	10694856	False
C6orf58	chr6	127576923	127577423	False
C6orf62	chr6	24718925	24719425	False
C6orf89	chr6	36885613	36886113	True
C6orf99	chr6	158869616	158870116	False
C7	chr5	40909001	40909501	False
C7orf13	chr7	156640404	156640904	False
C7orf25	chr7	42911840	42912340	False
C7orf26	chr7	6589770	6590270	True
C7orf31	chr7	25179948	25180448	False
C7orf33	chr7	148590314	148590814	False
C7orf34	chr7	142939255	142939755	False
C7orf43	chr7	100158471	100158971	False
C7orf49	chr7	135170576	135171076	True
C7orf50	chr7	1138007	1138507	True
C7orf55-LUC7L2	chr7	139340881	139341381	False
C7orf57	chr7	48035260	48035760	False
C7orf61	chr7	100464021	100464521	False
C7orf62	chr7	88795467	88795967	False
C7orf65	chr7	47654993	47655493	False
C7orf66	chr7	108884337	108884837	False
C7orf69	chr7	47795040	47795540	False
C7orf71	chr7	26637620	26638120	False
C7orf72	chr7	50095835	50096335	False
C7orf73	chr7	135662222	135662722	True
C7orf76	chr7	96503273	96503773	False
C7orf77	chr7	124790560	124791060	False
C8A	chr1	56854519	56855019	False
C8B	chr1	56965890	56966390	False
C8G	chr9	136944995	136945495	False
C8orf22	chr8	49072090	49072590	False
C8orf31	chr8	143038958	143039458	False
C8orf33	chr8	145052187	145052687	True
C8orf34	chr8	68330471	68330971	False
C8orf34-AS1	chr8	68331241	68331741	False
C8orf37	chr8	95268984	95269484	False
C8orf37-AS1	chr8	95268585	95269085	False
C8orf4	chr8	40153217	40153717	False
C8orf44	chr8	66667301	66667801	False
C8orf44-SGK3	chr8	66667301	66667801	False
C8orf46	chr8	66493005	66493505	False
C8orf48	chr8	13566592	13567092	False
